cycle_id,process_step,start_time,end_time,duration_minutes
40,Packaging,2023-01-01 08:56:00,2023-01-01 09:25:00,29.0
40,Dispatch,2023-01-01 09:25:00,2023-01-01 09:51:00,26.0
41,Assembly,2023-01-01 08:24:00,2023-01-01 08:34:00,10.0
41,Quality Check,2023-01-01 08:34:00,2023-01-01 09:14:00,40.0
41,Packaging,2023-01-01 09:14:00,2023-01-01 09:32:00,18.0
41,Dispatch,2023-01-01 09:32:00,2023-01-01 09:46:00,14.0
42,Assembly,2023-01-01 08:49:00,2023-01-01 09:18:00,29.0
42,Quality Check,2023-01-01 09:18:00,2023-01-01 09:29:00,11.0
42,Packaging,2023-01-01 09:29:00,2023-01-01 09:41:00,12.0
42,Dispatch,2023-01-01 09:41:00,2023-01-01 10:05:00,24.0
43,Assembly,2023-01-01 08:38:00,2023-01-01 08:52:00,14.0
43,Quality Check,2023-01-01 08:52:00,2023-01-01 09:11:00,19.0
43,Packaging,2023-01-01 09:11:00,2023-01-01 09:32:00,21.0
43,Dispatch,2023-01-01 09:32:00,2023-01-01 09:42:00,10.0
44,Assembly,2023-01-01 08:05:00,2023-01-01 08:29:00,24.0
44,Quality Check,2023-01-01 08:29:00,2023-01-01 08:56:00,27.0
44,Packaging,2023-01-01 08:56:00,2023-01-01 09:08:00,12.0
44,Dispatch,2023-01-01 09:08:00,2023-01-01 09:21:00,13.0
45,Assembly,2023-01-01 08:32:00,2023-01-01 08:44:00,12.0
45,Quality Check,2023-01-01 08:44:00,2023-01-01 09:12:00,28.0
45,Packaging,2023-01-01 09:12:00,2023-01-01 09:41:00,29.0
45,Dispatch,2023-01-01 09:41:00,2023-01-01 09:53:00,12.0
46,Assembly,2023-01-01 08:49:00,2023-01-01 09:03:00,14.0
46,Quality Check,2023-01-01 09:03:00,2023-01-01 09:30:00,27.0
46,Packaging,2023-01-01 09:30:00,2023-01-01 09:50:00,20.0
46,Dispatch,2023-01-01 09:50:00,2023-01-01 10:19:00,29.0
47,Assembly,2023-01-01 08:39:00,2023-01-01 08:56:00,17.0
47,Quality Check,2023-01-01 08:56:00,2023-01-01 09:25:00,29.0
47,Packaging,2023-01-01 09:25:00,2023-01-01 09:37:00,12.0
47,Dispatch,2023-01-01 09:37:00,2023-01-01 09:57:00,20.0
48,Assembly,2023-01-01 08:41:00,2023-01-01 09:07:00,26.0
48,Quality Check,2023-01-01 09:07:00,2023-01-01 09:33:00,26.0
48,Packaging,2023-01-01 09:33:00,2023-01-01 09:59:00,26.0
48,Dispatch,2023-01-01 09:59:00,2023-01-01 10:27:00,28.0
49,Assembly,2023-01-01 08:16:00,2023-01-01 08:42:00,26.0
49,Quality Check,2023-01-01 08:42:00,2023-01-01 09:07:00,25.0
49,Packaging,2023-01-01 09:07:00,2023-01-01 09:19:00,12.0
49,Dispatch,2023-01-01 09:19:00,2023-01-01 09:34:00,15.0
50,Assembly,2023-01-01 08:02:00,2023-01-01 08:22:00,20.0
50,Quality Check,2023-01-01 08:22:00,2023-01-01 08:44:00,22.0
50,Packaging,2023-01-01 08:44:00,2023-01-01 09:13:00,29.0
50,Dispatch,2023-01-01 09:13:00,2023-01-01 09:37:00,24.0
51,Assembly,2023-01-01 08:32:00,2023-01-01 08:56:00,24.0
51,Quality Check,2023-01-01 08:56:00,2023-01-01 09:11:00,15.0
51,Packaging,2023-01-01 09:11:00,2023-01-01 09:39:00,28.0
51,Dispatch,2023-01-01 09:39:00,2023-01-01 10:04:00,25.0
52,Assembly,2023-01-01 08:09:00,2023-01-01 08:24:00,15.0
52,Quality Check,2023-01-01 08:24:00,2023-01-01 08:35:00,11.0
52,Packaging,2023-01-01 08:35:00,2023-01-01 09:03:00,28.0
52,Dispatch,2023-01-01 09:03:00,2023-01-01 09:31:00,28.0
53,Assembly,2023-01-01 08:36:00,2023-01-01 09:03:00,27.0
53,Quality Check,2023-01-01 09:03:00,2023-01-01 09:28:00,25.0
53,Packaging,2023-01-01 09:28:00,2023-01-01 09:57:00,29.0
53,Dispatch,2023-01-01 09:57:00,2023-01-01 10:22:00,25.0
54,Assembly,2023-01-01 08:26:00,2023-01-01 08:54:00,28.0
54,Quality Check,2023-01-01 08:54:00,2023-01-01 09:10:00,16.0
54,Packaging,2023-01-01 09:10:00,2023-01-01 09:35:00,25.0
54,Dispatch,2023-01-01 09:35:00,2023-01-01 09:59:00,24.0
55,Assembly,2023-01-01 08:46:00,2023-01-01 09:15:00,29.0
55,Quality Check,2023-01-01 09:15:00,2023-01-01 09:33:00,18.0
55,Packaging,2023-01-01 09:33:00,2023-01-01 09:45:00,12.0
55,Dispatch,2023-01-01 09:45:00,2023-01-01 10:03:00,18.0
56,Assembly,2023-01-01 08:45:00,2023-01-01 09:10:00,25.0
56,Quality Check,2023-01-01 09:10:00,2023-01-01 09:34:00,24.0
56,Packaging,2023-01-01 09:34:00,2023-01-01 09:49:00,15.0
56,Dispatch,2023-01-01 09:49:00,2023-01-01 10:14:00,25.0
57,Assembly,2023-01-01 08:03:00,2023-01-01 08:22:00,19.0
57,Quality Check,2023-01-01 08:22:00,2023-01-01 09:02:00,40.0
57,Packaging,2023-01-01 09:02:00,2023-01-01 09:24:00,22.0
57,Dispatch,2023-01-01 09:24:00,2023-01-01 09:42:00,18.0
58,Assembly,2023-01-01 08:33:00,2023-01-01 08:55:00,22.0
58,Quality Check,2023-01-01 08:55:00,2023-01-01 09:20:00,25.0
58,Packaging,2023-01-01 09:20:00,2023-01-01 09:32:00,12.0
58,Dispatch,2023-01-01 09:32:00,2023-01-01 09:46:00,14.0
59,Assembly,2023-01-01 08:55:00,2023-01-01 09:15:00,20.0
59,Quality Check,2023-01-01 09:15:00,2023-01-01 09:26:00,11.0
59,Packaging,2023-01-01 09:26:00,2023-01-01 09:40:00,14.0
59,Dispatch,2023-01-01 09:40:00,2023-01-01 10:01:00,21.0
60,Assembly,2023-01-01 08:10:00,2023-01-01 08:27:00,17.0
60,Quality Check,2023-01-01 08:27:00,2023-01-01 08:37:00,10.0
60,Packaging,2023-01-01 08:37:00,2023-01-01 08:58:00,21.0
60,Dispatch,2023-01-01 08:58:00,2023-01-01 09:11:00,13.0
61,Assembly,2023-01-01 08:56:00,2023-01-01 09:14:00,18.0
61,Quality Check,2023-01-01 09:14:00,2023-01-01 09:59:00,45.0
61,Packaging,2023-01-01 09:59:00,2023-01-01 10:12:00,13.0
61,Dispatch,2023-01-01 10:12:00,2023-01-01 10:28:00,16.0
62,Assembly,2023-01-01 08:07:00,2023-01-01 08:36:00,29.0
62,Quality Check,2023-01-01 08:36:00,2023-01-01 09:19:00,43.0
62,Packaging,2023-01-01 09:19:00,2023-01-01 09:32:00,13.0
62,Dispatch,2023-01-01 09:32:00,2023-01-01 09:43:00,11.0
63,Assembly,2023-01-01 08:37:00,2023-01-01 08:50:00,13.0
63,Quality Check,2023-01-01 08:50:00,2023-01-01 09:26:00,36.0
63,Packaging,2023-01-01 09:26:00,2023-01-01 09:51:00,25.0
63,Dispatch,2023-01-01 09:51:00,2023-01-01 10:02:00,11.0
64,Assembly,2023-01-01 08:41:00,2023-01-01 09:05:00,24.0
64,Quality Check,2023-01-01 09:05:00,2023-01-01 09:35:00,30.0
64,Packaging,2023-01-01 09:35:00,2023-01-01 09:58:00,23.0
64,Dispatch,2023-01-01 09:58:00,2023-01-01 10:14:00,16.0
65,Assembly,2023-01-01 08:55:00,2023-01-01 09:24:00,29.0
65,Quality Check,2023-01-01 09:24:00,2023-01-01 09:35:00,11.0
65,Packaging,2023-01-01 09:35:00,2023-01-01 10:00:00,25.0
65,Dispatch,2023-01-01 10:00:00,2023-01-01 10:20:00,20.0
66,Assembly,2023-01-01 08:34:00,2023-01-01 08:54:00,20.0
66,Quality Check,2023-01-01 08:54:00,2023-01-01 09:27:00,33.0
66,Packaging,2023-01-01 09:27:00,2023-01-01 09:54:00,27.0
66,Dispatch,2023-01-01 09:54:00,2023-01-01 10:11:00,17.0
67,Assembly,2023-01-01 08:26:00,2023-01-01 08:39:00,13.0
67,Quality Check,2023-01-01 08:39:00,2023-01-01 09:23:00,44.0
67,Packaging,2023-01-01 09:23:00,2023-01-01 09:40:00,17.0
67,Dispatch,2023-01-01 09:40:00,2023-01-01 10:09:00,29.0
68,Assembly,2023-01-01 08:15:00,2023-01-01 08:40:00,25.0
68,Quality Check,2023-01-01 08:40:00,2023-01-01 09:10:00,30.0
68,Packaging,2023-01-01 09:10:00,2023-01-01 09:38:00,28.0
68,Dispatch,2023-01-01 09:38:00,2023-01-01 09:49:00,11.0
69,Assembly,2023-01-01 08:19:00,2023-01-01 08:42:00,23.0
69,Quality Check,2023-01-01 08:42:00,2023-01-01 09:07:00,25.0
69,Packaging,2023-01-01 09:07:00,2023-01-01 09:25:00,18.0
69,Dispatch,2023-01-01 09:25:00,2023-01-01 09:49:00,24.0
70,Assembly,2023-01-01 08:22:00,2023-01-01 08:50:00,28.0
70,Quality Check,2023-01-01 08:50:00,2023-01-01 09:04:00,14.0
70,Packaging,2023-01-01 09:04:00,2023-01-01 09:29:00,25.0
70,Dispatch,2023-01-01 09:29:00,2023-01-01 09:51:00,22.0
71,Assembly,2023-01-01 08:17:00,2023-01-01 08:33:00,16.0
71,Quality Check,2023-01-01 08:33:00,2023-01-01 08:49:00,16.0
71,Packaging,2023-01-01 08:49:00,2023-01-01 09:09:00,20.0
71,Dispatch,2023-01-01 09:09:00,2023-01-01 09:23:00,14.0
72,Assembly,2023-01-01 08:16:00,2023-01-01 08:37:00,21.0
72,Quality Check,2023-01-01 08:37:00,2023-01-01 08:47:00,10.0
72,Packaging,2023-01-01 08:47:00,2023-01-01 09:12:00,25.0
72,Dispatch,2023-01-01 09:12:00,2023-01-01 09:24:00,12.0
73,Assembly,2023-01-01 08:02:00,2023-01-01 08:30:00,28.0
73,Quality Check,2023-01-01 08:30:00,2023-01-01 08:59:00,29.0
73,Packaging,2023-01-01 08:59:00,2023-01-01 09:22:00,23.0
73,Dispatch,2023-01-01 09:22:00,2023-01-01 09:49:00,27.0
74,Assembly,2023-01-01 08:09:00,2023-01-01 08:36:00,27.0
74,Quality Check,2023-01-01 08:36:00,2023-01-01 08:56:00,20.0
74,Packaging,2023-01-01 08:56:00,2023-01-01 09:07:00,11.0
74,Dispatch,2023-01-01 09:07:00,2023-01-01 09:29:00,22.0
75,Assembly,2023-01-01 08:19:00,2023-01-01 08:32:00,13.0
75,Quality Check,2023-01-01 08:32:00,2023-01-01 08:50:00,18.0
75,Packaging,2023-01-01 08:50:00,2023-01-01 09:01:00,11.0
75,Dispatch,2023-01-01 09:01:00,2023-01-01 09:16:00,15.0
76,Assembly,2023-01-01 08:33:00,2023-01-01 08:58:00,25.0
76,Quality Check,2023-01-01 08:58:00,2023-01-01 09:27:00,29.0
76,Packaging,2023-01-01 09:27:00,2023-01-01 09:38:00,11.0
76,Dispatch,2023-01-01 09:38:00,2023-01-01 09:53:00,15.0
77,Assembly,2023-01-01 08:19:00,2023-01-01 08:45:00,26.0
77,Quality Check,2023-01-01 08:45:00,2023-01-01 09:11:00,26.0
77,Packaging,2023-01-01 09:11:00,2023-01-01 09:27:00,16.0
77,Dispatch,2023-01-01 09:27:00,2023-01-01 09:54:00,27.0
78,Assembly,2023-01-01 08:18:00,2023-01-01 08:41:00,23.0
78,Quality Check,2023-01-01 08:41:00,2023-01-01 09:01:00,20.0
78,Packaging,2023-01-01 09:01:00,2023-01-01 09:29:00,28.0
78,Dispatch,2023-01-01 09:29:00,2023-01-01 09:49:00,20.0
79,Assembly,2023-01-01 08:57:00,2023-01-01 09:15:00,18.0
79,Quality Check,2023-01-01 09:15:00,2023-01-01 09:27:00,12.0
79,Packaging,2023-01-01 09:27:00,2023-01-01 09:49:00,22.0
79,Dispatch,2023-01-01 09:49:00,2023-01-01 10:18:00,29.0
80,Assembly,2023-01-01 08:17:00,2023-01-01 08:41:00,24.0
80,Quality Check,2023-01-01 08:41:00,2023-01-01 09:24:00,43.0
80,Packaging,2023-01-01 09:24:00,2023-01-01 09:39:00,15.0
80,Dispatch,2023-01-01 09:39:00,2023-01-01 10:00:00,21.0
81,Assembly,2023-01-01 08:10:00,2023-01-01 08:23:00,13.0
81,Quality Check,2023-01-01 08:23:00,2023-01-01 08:51:00,28.0
81,Packaging,2023-01-01 08:51:00,2023-01-01 09:11:00,20.0
81,Dispatch,2023-01-01 09:11:00,2023-01-01 09:31:00,20.0
82,Assembly,2023-01-01 08:36:00,2023-01-01 08:58:00,22.0
82,Quality Check,2023-01-01 08:58:00,2023-01-01 09:13:00,15.0
82,Packaging,2023-01-01 09:13:00,2023-01-01 09:42:00,29.0
82,Dispatch,2023-01-01 09:42:00,2023-01-01 10:01:00,19.0
83,Assembly,2023-01-01 08:22:00,2023-01-01 08:44:00,22.0
83,Quality Check,2023-01-01 08:44:00,2023-01-01 09:17:00,33.0
83,Packaging,2023-01-01 09:17:00,2023-01-01 09:43:00,26.0
83,Dispatch,2023-01-01 09:43:00,2023-01-01 09:58:00,15.0
84,Assembly,2023-01-01 08:04:00,2023-01-01 08:21:00,17.0
84,Quality Check,2023-01-01 08:21:00,2023-01-01 08:46:00,25.0
84,Packaging,2023-01-01 08:46:00,2023-01-01 09:07:00,21.0
84,Dispatch,2023-01-01 09:07:00,2023-01-01 09:17:00,10.0
85,Assembly,2023-01-01 08:46:00,2023-01-01 08:57:00,11.0
85,Quality Check,2023-01-01 08:57:00,2023-01-01 09:17:00,20.0
85,Packaging,2023-01-01 09:17:00,2023-01-01 09:32:00,15.0
85,Dispatch,2023-01-01 09:32:00,2023-01-01 09:47:00,15.0
86,Assembly,2023-01-01 08:30:00,2023-01-01 08:40:00,10.0
86,Quality Check,2023-01-01 08:40:00,2023-01-01 08:55:00,15.0
86,Packaging,2023-01-01 08:55:00,2023-01-01 09:11:00,16.0
86,Dispatch,2023-01-01 09:11:00,2023-01-01 09:25:00,14.0
87,Assembly,2023-01-01 08:22:00,2023-01-01 08:51:00,29.0
87,Quality Check,2023-01-01 08:51:00,2023-01-01 09:14:00,23.0
87,Packaging,2023-01-01 09:14:00,2023-01-01 09:34:00,20.0
87,Dispatch,2023-01-01 09:34:00,2023-01-01 09:49:00,15.0
88,Assembly,2023-01-01 08:21:00,2023-01-01 08:41:00,20.0
88,Quality Check,2023-01-01 08:41:00,2023-01-01 09:12:00,31.0
88,Packaging,2023-01-01 09:12:00,2023-01-01 09:37:00,25.0
88,Dispatch,2023-01-01 09:37:00,2023-01-01 09:54:00,17.0
89,Assembly,2023-01-01 08:37:00,2023-01-01 08:58:00,21.0
89,Quality Check,2023-01-01 08:58:00,2023-01-01 09:24:00,26.0
89,Packaging,2023-01-01 09:24:00,2023-01-01 09:43:00,19.0
89,Dispatch,2023-01-01 09:43:00,2023-01-01 10:00:00,17.0
90,Assembly,2023-01-01 08:55:00,2023-01-01 09:20:00,25.0
90,Quality Check,2023-01-01 09:20:00,2023-01-01 09:49:00,29.0
90,Packaging,2023-01-01 09:49:00,2023-01-01 10:16:00,27.0
90,Dispatch,2023-01-01 10:16:00,2023-01-01 10:31:00,15.0
91,Assembly,2023-01-01 08:56:00,2023-01-01 09:08:00,12.0
91,Quality Check,2023-01-01 09:08:00,2023-01-01 09:29:00,21.0
91,Packaging,2023-01-01 09:29:00,2023-01-01 09:52:00,23.0
91,Dispatch,2023-01-01 09:52:00,2023-01-01 10:20:00,28.0
92,Assembly,2023-01-01 08:36:00,2023-01-01 08:47:00,11.0
92,Quality Check,2023-01-01 08:47:00,2023-01-01 09:12:00,25.0
92,Packaging,2023-01-01 09:12:00,2023-01-01 09:38:00,26.0
92,Dispatch,2023-01-01 09:38:00,2023-01-01 10:00:00,22.0
93,Assembly,2023-01-01 08:37:00,2023-01-01 08:57:00,20.0
93,Quality Check,2023-01-01 08:57:00,2023-01-01 09:28:00,31.0
93,Packaging,2023-01-01 09:28:00,2023-01-01 09:38:00,10.0
93,Dispatch,2023-01-01 09:38:00,2023-01-01 09:57:00,19.0
